"Name","DistinguishedName","enabled","description","whenCreated","Stamp"
"BGLRL5400514","CN=BGLRL5400514,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/29/2021 12:38:02 PM","10/21/2021 1:02:46 PM"
"BGLRM9100207","CN=BGLRM9100207,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/26/2018 4:51:28 AM","11/21/2020 12:59:44 PM"
"BGLRM9100786","CN=BGLRM9100786,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/6/2020 11:15:59 PM","2/16/2021 12:11:19 PM"
"BGLRT49500413","CN=BGLRT49500413,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/29/2020 12:11:10 PM","2/2/2021 4:40:22 PM"
"BGLRM9000209","CN=BGLRM9000209,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/5/2017 4:57:46 PM","3/21/2022 7:55:06 PM"
"BGLRM91S00030","CN=BGLRM91S00030,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/27/2019 3:29:48 AM","3/3/2020 1:50:22 AM"
"BGLRT4600651","CN=BGLRT4600651,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/7/2022 9:12:52 AM","4/7/2022 9:12:54 AM"
"BGLRM9100644","CN=BGLRM9100644,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/29/2019 6:20:11 AM","9/8/2020 3:59:55 PM"
"BGLRT4600325","CN=BGLRT4600325,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/8/2020 1:48:21 PM","10/8/2020 1:48:22 PM"
"BGLRL5490012","CN=BGLRL5490012,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/22/2022 1:05:39 AM","7/22/2022 1:05:39 AM"
"BGLRM9000515","CN=BGLRM9000515,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/19/2018 11:53:05 AM","10/17/2020 7:58:49 PM"
"BGLRT4700056","CN=BGLRT4700056,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False",,"4/12/2018 4:58:37 AM","11/19/2020 2:41:26 PM"
"BGLRM9100427","CN=BGLRM9100427,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","1/15/2019 2:14:17 AM","11/12/2021 6:01:48 PM"
"BGLRM9100070","CN=BGLRM9100070,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","10/24/2019 12:10:32 AM","12/2/2021 8:42:34 AM"
"BGLRM9001140","CN=BGLRM9001140,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/3/2020 5:08:11 AM","2/2/2022 3:38:08 PM"
"BGLRT4700666","CN=BGLRT4700666,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/8/2022 9:25:38 AM","5/10/2022 7:26:58 PM"
"BGLRM9000346","CN=BGLRM9000346,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/17/2017 12:45:17 AM","3/20/2020 7:29:11 PM"
"BGLRM9100088","CN=BGLRM9100088,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","3/3/2018 3:22:26 AM","11/12/2021 6:10:42 AM"
"BGLRM9001011","CN=BGLRM9001011,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/24/2019 12:43:01 AM","12/16/2020 5:48:38 PM"
"BGLRM9100774","CN=BGLRM9100774,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/3/2020 5:30:55 AM","6/2/2020 5:13:29 PM"
"BGLRM9100291","CN=BGLRM9100291,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/29/2018 4:45:03 AM","8/17/2020 1:57:16 PM"
"BGLRM9100429","CN=BGLRM9100429,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/15/2019 2:38:52 AM","9/3/2020 8:35:01 AM"
"BGLRM9100409","CN=BGLRM9100409,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","10/24/2019 12:47:21 AM","12/2/2021 8:42:20 AM"
"BGLRM9001141","CN=BGLRM9001141,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/3/2020 6:02:44 AM","6/11/2020 5:40:09 PM"
"BGLRM9000386","CN=BGLRM9000386,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/6/2017 12:22:37 AM","6/19/2020 1:24:56 PM"
"BGLRM9100430","CN=BGLRM9100430,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/15/2019 2:44:14 AM","9/3/2020 7:25:14 PM"
"BGLRO7060065","CN=BGLRO7060065,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","7/30/2019 2:23:06 AM","11/27/2021 8:42:36 AM"
"BGLRM901029","CN=BGLRM901029,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","9/10/2019 11:42:32 PM","11/12/2021 1:31:45 AM"
"BGLRM91S00058","CN=BGLRM91S00058,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/13/2020 2:42:01 PM","10/13/2020 2:42:02 PM"
"BGLRO7060069","CN=BGLRO7060069,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","8/1/2019 2:14:30 AM","11/22/2021 5:21:42 PM"
"BGLRM9001107","CN=BGLRM9001107,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","12/17/2019 3:48:58 AM","12/5/2021 8:41:48 AM"
"BGLRM9000395","CN=BGLRM9000395,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/6/2017 12:20:21 PM","7/24/2020 4:07:20 PM"
"BGLRM9000665","CN=BGLRM9000665,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/27/2018 12:26:26 AM","5/7/2020 12:41:28 PM"
"BGLRM9000760","CN=BGLRM9000760,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/21/2018 1:32:00 AM","3/16/2022 2:22:05 PM"
"BGLRM9000842","CN=BGLRM9000842,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/8/2018 12:30:12 AM","6/23/2022 11:14:26 PM"
"BGLRO7060064","CN=BGLRO7060064,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/30/2019 2:40:26 AM","3/3/2021 3:49:51 PM"
"BGLRM901028","CN=BGLRM901028,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","9/10/2019 11:48:28 PM","11/12/2021 7:52:28 AM"
"BGLRM9100713","CN=BGLRM9100713,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/15/2020 6:53:41 AM","11/30/2021 1:25:36 AM"
"BGLRT49500372","CN=BGLRT49500372,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/14/2020 1:53:35 PM","10/27/2020 11:15:46 AM"
"BGLRT4600162","CN=BGLRT4600162,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/19/2017 12:30:36 PM","7/7/2022 2:18:00 PM"
"BGLRM9100093","CN=BGLRM9100093,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/6/2018 12:10:52 AM","7/23/2020 4:15:16 PM"
"BGLRO7060067","CN=BGLRO7060067,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/30/2019 2:48:05 AM","7/9/2020 12:28:25 PM"
"BGLRM901030","CN=BGLRM901030,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/11/2019 12:04:33 AM","8/4/2021 4:38:37 PM"
"BGLRM9100715","CN=BGLRM9100715,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/15/2020 7:46:22 AM","9/28/2020 2:05:30 PM"
"BGLRT5400588","CN=BGLRT5400588,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False",,"1/5/2022 10:31:22 PM","6/29/2022 3:10:31 PM"
"BGLRM9100094","CN=BGLRM9100094,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/6/2018 12:20:25 AM","3/16/2022 2:13:51 PM"
"BGLRO7060129","CN=BGLRO7060129,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/24/2019 3:38:23 AM","8/18/2020 7:18:31 PM"
"BGLRM9000399","CN=BGLRM9000399,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/6/2017 11:41:49 PM","7/3/2020 7:35:11 PM"
"BGLRT4800084","CN=BGLRT4800084,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/18/2019 5:54:35 PM","5/16/2022 12:53:04 PM"
"BGLRO7060132","CN=BGLRO7060132,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","10/24/2019 4:09:41 AM","12/1/2021 1:09:31 PM"
"BGLRT49500209","CN=BGLRT49500209,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/7/2020 5:33:19 PM","7/22/2022 5:51:36 PM"
"BGLRM9000400","CN=BGLRM9000400,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/7/2017 12:44:08 AM","2/26/2020 12:59:29 PM"
"BGLRO7060133","CN=BGLRO7060133,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/24/2019 4:36:19 AM","10/1/2020 12:54:09 PM"
"BGLRT4300008","CN=BGLRT4300008,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/30/2019 4:26:53 AM","10/27/2020 12:44:20 PM"
"BGLRT1400143","CN=BGLRT1400143,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/13/2022 6:54:41 AM","6/3/2022 10:29:46 AM"
"BGLRM9000401","CN=BGLRM9000401,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/7/2017 1:17:38 AM","2/17/2020 12:13:24 PM"
"BGLRO7060136","CN=BGLRO7060136,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/24/2019 6:09:30 AM","9/30/2020 12:41:34 PM"
"BGLRM9000405","CN=BGLRM9000405,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","9/7/2017 2:23:27 AM","11/30/2021 8:42:01 AM"
"BGLRM901031","CN=BGLRM901031,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/11/2019 2:14:54 AM","7/10/2020 4:06:22 PM"
"BGLRX10004","CN=BGLRX10004,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/2/2019 12:48:49 PM","6/8/2021 11:45:07 AM"
"BGLRM9000845","CN=BGLRM9000845,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","12/11/2018 1:26:14 AM","11/12/2021 12:15:34 PM"
"BGLRM9100648","CN=BGLRM9100648,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/2/2019 1:17:59 PM","7/2/2020 5:09:39 PM"
"BGLRO7060366","CN=BGLRO7060366,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/4/2020 1:22:51 AM","10/29/2020 9:32:02 PM"
"BGLRT4700628","CN=BGLRT4700628,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/10/2022 2:29:46 PM","7/14/2022 6:31:38 PM"
"BGLRL4500406","CN=BGLRL4500406,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/16/2020 3:57:00 PM","12/15/2020 1:35:11 PM"
"BGLRM9100111","CN=BGLRM9100111,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/7/2018 5:08:19 AM","10/2/2020 7:16:15 PM"
"BGLRM9000762","CN=BGLRM9000762,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/24/2018 7:24:48 AM","2/2/2022 3:30:41 PM"
"BGLRM9000789","CN=BGLRM9000789,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/31/2018 1:26:07 AM","7/3/2020 2:28:43 PM"
"BGLRM9000912","CN=BGLRM9000912,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/19/2019 1:26:51 AM","9/15/2020 11:23:17 AM"
"BGLRL54900047","CN=BGLRL54900047,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/10/2020 5:37:06 PM","8/1/2022 2:54:11 PM"
"BGLRO7060144","CN=BGLRO7060144,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","10/31/2019 6:15:46 AM","11/12/2021 11:44:40 AM"
"BGLRT4600231","CN=BGLRT4600231,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/28/2018 12:01:55 AM","8/19/2021 2:04:32 PM"
"BGLRM9000790","CN=BGLRM9000790,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/31/2018 2:20:39 AM","5/12/2020 11:59:32 PM"
"BGLRM91S00037","CN=BGLRM91S00037,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","5/15/2019 3:59:25 AM","11/12/2021 8:27:07 AM"
"BGLRM9100539","CN=BGLRM9100539,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/15/2019 4:09:27 AM","1/10/2022 9:00:21 PM"
"BGLRM9000847","CN=BGLRM9000847,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/12/2018 2:18:30 AM","1/11/2022 3:13:33 PM"
"BGLRM91S00039","CN=BGLRM91S00039,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/15/2019 4:21:26 AM","8/22/2020 4:28:35 AM"
"BGLRT4600213","CN=BGLRT4600213,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/14/2018 12:28:55 AM","7/28/2022 6:18:29 PM"
"BGLRM91S00040","CN=BGLRM91S00040,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","5/15/2019 5:21:35 AM","11/11/2021 10:08:58 PM"
"BGLRM9100494","CN=BGLRM9100494,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/20/2019 9:03:51 AM","6/29/2020 9:52:42 PM"
"BGLRT4600220","CN=BGLRT4600220,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/31/2018 2:52:33 AM","7/16/2020 3:56:39 PM"
"BGLRM9100431","CN=BGLRM9100431,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/16/2019 3:07:40 PM","9/18/2020 8:57:10 AM"
"BGLRM9100540","CN=BGLRM9100540,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/15/2019 5:39:16 AM","10/26/2020 2:40:48 AM"
"BGLRO7060068","CN=BGLRO7060068,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","8/1/2019 2:39:56 AM","11/30/2021 8:41:44 AM"
"BGLRM9100012","CN=BGLRM9100012,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","1/17/2020 12:28:59 AM","11/16/2021 8:41:28 AM"
"BGLRM9000885","CN=BGLRM9000885,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/15/2019 6:14:11 AM","2/16/2021 2:53:15 PM"
"BGLRM9100569","CN=BGLRM9100569,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/10/2020 11:34:45 PM","8/29/2020 12:59:07 AM"
"BGLRM91S00020","CN=BGLRM91S00020,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/16/2019 12:47:42 PM","9/17/2020 12:55:15 PM"
"BGLRT4700312","CN=BGLRT4700312,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/12/2018 8:18:45 AM","8/24/2021 2:02:03 PM"
"BGLRT4800425","CN=BGLRT4800425,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/28/2022 1:24:39 AM","7/28/2022 1:24:49 AM"
"BGLRM9000628","CN=BGLRM9000628,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","6/5/2018 3:14:15 PM","12/2/2021 8:41:59 AM"
"BGLRT4700311","CN=BGLRT4700311,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/12/2018 8:17:11 AM","7/15/2020 7:37:47 PM"
"BGLRM91S00036","CN=BGLRM91S00036,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","3/30/2019 6:39:05 PM","12/2/2021 8:42:17 AM"
"BGLRM9000516","CN=BGLRM9000516,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/24/2018 11:46:31 PM","1/4/2022 11:25:53 PM"
"BGLRL54900060","CN=BGLRL54900060,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/14/2020 11:23:06 PM","7/21/2022 3:50:43 AM"
"BGLRM9100720","CN=BGLRM9100720,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/17/2020 4:25:38 AM","12/13/2021 8:31:16 PM"
"BGLRO7060367","CN=BGLRO7060367,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","3/4/2020 5:05:37 AM","11/12/2021 7:04:52 AM"
"BGLRM9100276","CN=BGLRM9100276,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/11/2018 6:47:26 AM","9/29/2020 9:25:37 AM"
"BGLRO7060362","CN=BGLRO7060362,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/4/2020 6:59:47 AM","8/15/2020 12:05:22 PM"
"BGLRM9000869","CN=BGLRM9000869,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/26/2019 2:07:30 AM","8/18/2020 11:56:01 AM"
"BGLRT4600314","CN=BGLRT4600314,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/4/2020 7:27:27 AM","11/10/2020 10:45:08 AM"
"BGLRM9100498","CN=BGLRM9100498,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/26/2019 6:07:11 AM","9/13/2020 2:12:03 PM"
"BGLRO70600009","CN=BGLRO70600009,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/20/2019 7:51:08 AM","3/16/2022 10:04:45 PM"
"BGLRM9100601","CN=BGLRM9100601,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/2/2019 1:33:13 AM","9/10/2020 6:02:21 AM"
"BGLRM9000749","CN=BGLRM9000749,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/16/2019 10:28:57 AM","6/8/2022 8:20:07 PM"
"BGLRM9100718","CN=BGLRM9100718,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/17/2020 7:31:48 AM","2/13/2021 12:41:05 PM"
"BGLRO7060369","CN=BGLRO7060369,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/4/2020 7:36:26 AM","8/5/2020 5:13:33 PM"
"BGLRM9100151","CN=BGLRM9100151,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","1/17/2019 2:52:56 AM","12/5/2021 12:21:32 AM"
"BGLRM9000870","CN=BGLRM9000870,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/26/2019 6:11:15 AM","7/22/2020 12:57:44 PM"
"BGLRM9100602","CN=BGLRM9100602,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/2/2019 2:06:10 AM","8/26/2020 1:31:34 AM"
"BGLRM9100637","CN=BGLRM9100637,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","10/26/2019 5:19:50 AM","11/11/2021 8:30:43 PM"
"BGLRT49500395","CN=BGLRT49500395,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/21/2020 6:26:18 PM","2/26/2021 4:59:36 PM"
"BGLRT4600150","CN=BGLRT4600150,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/31/2017 11:27:31 AM","1/5/2022 5:49:57 PM"
"BGLRM9000623","CN=BGLRM9000623,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","6/1/2018 12:14:29 AM","11/30/2021 8:41:57 AM"
"BGLRM9000886","CN=BGLRM9000886,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","5/16/2019 6:33:44 AM","11/12/2021 3:35:41 PM"
"BGLRT4800088","CN=BGLRT4800088,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/20/2019 9:35:48 AM","1/10/2022 5:32:00 PM"
"BGLRM9000581","CN=BGLRM9000581,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","5/30/2018 10:50:10 PM","12/2/2021 8:42:15 AM"
"BGLRL54900063","CN=BGLRL54900063,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/14/2020 11:33:02 PM","2/27/2022 3:55:35 PM"
"BGLRM9100788","CN=BGLRM9100788,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","6/15/2020 11:39:41 AM","12/1/2021 8:42:18 AM"
"BGLRO7060073","CN=BGLRO7060073,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/5/2019 12:28:41 PM","7/2/2020 1:13:49 PM"
"BGLRM9100787","CN=BGLRM9100787,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/15/2020 11:55:42 AM","5/15/2021 3:52:42 PM"
"BGLRM9000622","CN=BGLRM9000622,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/1/2018 3:01:27 AM","11/30/2021 10:23:13 AM"
"BGLRM9100437","CN=BGLRM9100437,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/17/2019 2:43:50 PM","8/23/2020 9:38:23 AM"
"BGLRT4800078","CN=BGLRT4800078,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False",,"5/17/2019 4:19:56 AM","2/10/2021 1:26:23 PM"
"BGLRO7060074","CN=BGLRO7060074,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","8/5/2019 4:04:38 PM","12/5/2021 8:41:49 AM"
"BGLRM9100628","CN=BGLRM9100628,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/17/2019 3:28:08 AM","9/13/2020 8:31:30 AM"
"BGLRM9100310","CN=BGLRM9100310,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","9/26/2018 12:52:00 AM","12/2/2021 8:42:28 AM"
"BGLRO7060076","CN=BGLRO7060076,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/5/2019 4:25:35 PM","10/13/2020 10:44:49 PM"
"BGLRO7060027","CN=BGLRO7060027,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/17/2019 4:17:37 AM","8/25/2020 12:13:29 PM"
"BGLRM9000418","CN=BGLRM9000418,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","9/13/2017 10:33:22 PM","12/2/2021 8:42:16 AM"
