Computer,DistinguishedName,enabled,description,whenCreated,Stamp
BGLRL5400476,"CN=BGLRL5400476,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/28/2021 11:47,3/16/2022 18:42
BGLRM9000645,"CN=BGLRM9000645,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/20/2018 1:16,9/27/2020 12:31
BGLRT4600187,"CN=BGLRT4600187,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/10/2017 0:42,3/24/2021 10:18
BGLRT4800219,"CN=BGLRT4800219,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/8/2020 2:43,10/31/2021 12:16
BGLRT4700316,"CN=BGLRT4700316,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/18/2018 4:10,5/27/2020 19:03
BGLRO7060143,"CN=BGLRO7060143,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,10/31/2019 3:55,3/4/2021 11:34
BGLRX10004,"CN=BGLRX10004,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/2/2019 12:48,6/8/2021 11:45
BGLRM9001108,"CN=BGLRM9001108,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,,1/4/2020 4:44,7/5/2020 23:03
BGLRM9000665,"CN=BGLRM9000665,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/27/2018 0:26,5/7/2020 12:41
BGLRL5400152,"CN=BGLRL5400152,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/27/2020 11:22,10/26/2020 12:49
BGLRM9000401,"CN=BGLRM9000401,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,9/7/2017 1:17,2/17/2020 12:13
BGLRT4700668,"CN=BGLRT4700668,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/16/2022 18:47,5/16/2022 18:47
BGLRM91S00047,"CN=BGLRM91S00047,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/5/2019 6:16,8/6/2020 10:57
BGLRT4700056,"CN=BGLRT4700056,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,,4/12/2018 4:58,11/19/2020 14:41
BGLRM9100648,"CN=BGLRM9100648,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/2/2019 13:17,7/2/2020 17:09
BGLRM9001186,"CN=BGLRM9001186,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/6/2020 19:45,1/10/2022 12:34
BGLRT4500022,"CN=BGLRT4500022,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/15/2020 0:01,3/22/2021 14:36
BGLRM9100088,"CN=BGLRM9100088,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,3/3/2018 3:22,11/12/2021 6:10
BGLRT4500004,"CN=BGLRT4500004,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/10/2018 3:23,3/14/2020 18:51
BGLRT4800220,"CN=BGLRT4800220,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/8/2020 2:52,6/1/2022 18:05
BGLRT4500025,"CN=BGLRT4500025,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/15/2020 0:01,9/5/2020 23:57
BGLRT4950020,"CN=BGLRT4950020,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,,2/27/2020 1:24,3/13/2020 14:51
BGLRT4400025,"CN=BGLRT4400025,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/15/2020 0:04,3/15/2020 0:04
BGLRM9000760,"CN=BGLRM9000760,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,9/21/2018 1:32,3/16/2022 14:22
BGLRO7060182,"CN=BGLRO7060182,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,11/26/2019 6:03,12/8/2021 12:42
BGLRO7060302,"CN=BGLRO7060302,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/17/2019 6:22,9/11/2020 17:06
BGLRM9000574,"CN=BGLRM9000574,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/23/2018 7:58,2/25/2020 14:47
BGLRM9000373,"CN=BGLRM9000373,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/6/2017 23:33,6/19/2022 16:00
BGLRM9001109,"CN=BGLRM9001109,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/4/2020 5:09,1/5/2022 7:03
BGLRT1400067,"CN=BGLRT1400067,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/4/2021 12:46,5/5/2021 12:58
BGLRT4500026,"CN=BGLRT4500026,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/15/2020 0:06,1/27/2021 6:15
BGLRM91S00100,"CN=BGLRM91S00100,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/4/2020 5:12,3/4/2021 5:58
BGLRM9100595,"CN=BGLRM9100595,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/29/2019 8:12,8/7/2020 18:08
BGLRM9001133,"CN=BGLRM9001133,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/26/2020 0:50,3/21/2020 16:40
BGLRL5400287,"CN=BGLRL5400287,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,,7/30/2020 15:47,8/3/2020 17:04
BGLRT4500024,"CN=BGLRT4500024,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/15/2020 0:07,10/31/2020 0:45
BGLRM91S00101,"CN=BGLRM91S00101,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/20/2020 19:19,7/2/2020 19:37
BGLRM9100720,"CN=BGLRM9100720,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/17/2020 4:25,12/13/2021 20:31
BGLRM9001134,"CN=BGLRM9001134,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/26/2020 0:51,8/4/2020 19:09
BGLRT4700307,"CN=BGLRT4700307,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/4/2018 5:32,3/23/2021 15:49
BGLRT1400041,"CN=BGLRT1400041,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/23/2021 12:20,7/26/2021 14:59
BGLR5400003,"CN=BGLR5400003,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/22/2020 15:21,8/3/2020 16:55
BGLRO7060062,"CN=BGLRO7060062,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/27/2019 18:55,9/22/2020 21:29
BGLRT1400134,"CN=BGLRT1400134,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/24/2021 14:27,2/23/2022 14:59
BGLRL5400033,"CN=BGLRL5400033,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/22/2020 19:41,8/23/2021 12:59
BGLRT4600212,"CN=BGLRT4600212,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/1/2018 23:20,1/21/2021 12:51
BGLRO7060304,"CN=BGLRO7060304,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/17/2019 6:52,3/18/2021 11:54
BGLRM9100791,"CN=BGLRM9100791,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/6/2020 20:07,9/15/2020 23:21
BGLRM9100245,"CN=BGLRM9100245,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/19/2018 4:55,2/20/2020 23:17
BGLRO7060053,"CN=BGLRO7060053,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,7/20/2019 10:47,11/12/2021 16:06
BGLRM9100402,"CN=BGLRM9100402,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/18/2018 5:04,2/1/2022 16:30
BGLRO706140,"CN=BGLRO706140,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/17/2019 13:22,9/13/2020 14:21
BGLRM9000911,"CN=BGLRM9000911,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,9/24/2019 5:04,11/14/2020 9:29
BGLRM9000515,"CN=BGLRM9000515,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/19/2018 11:53,10/17/2020 19:58
BGLRT4700511,"CN=BGLRT4700511,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/31/2020 0:13,6/15/2022 12:14
BGLRT4700029,"CN=BGLRT4700029,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/7/2019 14:26,3/12/2020 14:57
BGLRM9000857,"CN=BGLRM9000857,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/9/2019 16:22,3/3/2021 22:04
BGLRT4950081,"CN=BGLRT4950081,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/24/2020 18:05,12/28/2021 10:24
BGLRM9100196,"CN=BGLRM9100196,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,6/20/2018 2:50,12/13/2021 10:15
BGLRM9000916,"CN=BGLRM9000916,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/4/2019 10:29,8/19/2020 15:29
BGLRM9100781,"CN=BGLRM9100781,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,4/22/2020 14:55,12/2/2021 8:42
BGLRT4500005,"CN=BGLRT4500005,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/10/2018 4:22,9/28/2020 10:28
BGLRM9001110,"CN=BGLRM9001110,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/4/2020 5:34,3/4/2020 8:56
BGLRO7060052,"CN=BGLRO7060052,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/20/2019 11:13,10/4/2020 12:24
BGLRM901026,"CN=BGLRM901026,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,9/4/2019 2:09,8/27/2020 20:21
BGLRM91000143,"CN=BGLRM91000143,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/13/2020 15:16,7/2/2020 15:03
BGLRM9100785,"CN=BGLRM9100785,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,6/2/2020 17:33,12/2/2021 8:41
BGLRM9000209,"CN=BGLRM9000209,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,9/5/2017 16:57,3/21/2022 19:55
BGLRM9000405,"CN=BGLRM9000405,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,9/7/2017 2:23,11/30/2021 8:42
BGLRM9000012,"CN=BGLRM9000012,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,8/27/2018 8:38,12/8/2021 8:42
BGLRM9000738,"CN=BGLRM9000738,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,9/6/2018 8:38,11/18/2021 8:08
BGLRM901016,"CN=BGLRM901016,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/27/2019 4:49,7/28/2020 14:28
BGLRM901029,"CN=BGLRM901029,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,9/10/2019 23:42,11/12/2021 1:31
BGLRM9100437,"CN=BGLRM9100437,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/17/2019 14:43,8/23/2020 9:38
BGLRT49500822,"CN=BGLRT49500822,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,,6/24/2020 18:17,6/24/2020 18:17
BGLRM9000652,"CN=BGLRM9000652,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/21/2018 19:23,9/12/2020 17:46
BGLRT4950006,"CN=BGLRT4950006,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/25/2020 21:48,2/25/2020 21:48
BGLRO706138,"CN=BGLRO706138,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/17/2019 13:34,3/16/2022 14:54
BGLRM901010,"CN=BGLRM901010,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,8/27/2019 4:51,11/12/2021 12:53
BGLRT49500466,"CN=BGLRT49500466,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/22/2021 17:24,6/2/2022 10:58
BGLRM9000796,"CN=BGLRM9000796,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,11/10/2018 1:54,8/17/2020 13:14
BGLRM9100170,"CN=BGLRM9100170,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/2/2019 7:32,8/13/2020 9:39
BGLRM9100251,"CN=BGLRM9100251,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/26/2018 5:23,3/16/2022 12:48
BGLRL54900055,"CN=BGLRL54900055,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/12/2020 7:49,11/20/2021 6:46
BGLRT549500213,"CN=BGLRT549500213,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,,8/5/2020 18:24,8/19/2020 13:54
BGLRT1400143,"CN=BGLRT1400143,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/13/2022 6:54,6/3/2022 10:29
BGLRM9100611,"CN=BGLRM9100611,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/22/2019 8:11,2/20/2020 14:45
BGLRO7060144,"CN=BGLRO7060144,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,10/31/2019 6:15,11/12/2021 11:44
BGLRT47000106,"CN=BGLRT47000106,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,9/12/2018 1:25,7/13/2022 14:46
BGLRT4600341,"CN=BGLRT4600341,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,10/6/2021 17:09,6/21/2022 12:19
BGLRM9100111,"CN=BGLRM9100111,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/7/2018 5:08,10/2/2020 19:16
BGLRO7060301,"CN=BGLRO7060301,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/11/2019 4:16,7/27/2020 5:50
BGLRT4600304,"CN=BGLRT4600304,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/18/2019 7:13,6/20/2022 11:48
BGLRO7060036,"CN=BGLRO7060036,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/17/2019 1:55,9/13/2020 15:22
BGLRO7060308,"CN=BGLRO7060308,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/23/2019 22:00,9/21/2021 1:05
BGLRO7060035,"CN=BGLRO7060035,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/17/2019 1:55,6/7/2020 22:17
BGLRT4600319,"CN=BGLRT4600319,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/11/2020 16:02,3/7/2022 12:00
BGLRO7060073,"CN=BGLRO7060073,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/5/2019 12:28,7/2/2020 13:13
BGLRO706144,"CN=BGLRO706144,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/17/2019 14:00,9/8/2020 19:32
BGLRO7060326,"CN=BGLRO7060326,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/31/2019 8:10,9/17/2020 18:55
BGLRO7060093,"CN=BGLRO7060093,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/6/2019 14:16,3/4/2021 6:32
BGLRM9100612,"CN=BGLRM9100612,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/22/2019 8:18,7/27/2020 7:14
BGLRM9000907,"CN=BGLRM9000907,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,10/10/2019 5:04,9/20/2020 19:08
BGLRT4600309,"CN=BGLRT4600309,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/29/2020 15:50,6/28/2022 9:56
BGLRM9100276,"CN=BGLRM9100276,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/11/2018 6:47,9/29/2020 9:25
BGLRO7060094,"CN=BGLRO7060094,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/6/2019 14:23,6/2/2020 23:25
BGLRT49500475,"CN=BGLRT49500475,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/18/2021 11:16,3/15/2022 16:29
BGLRM901028,"CN=BGLRM901028,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,9/10/2019 23:48,11/12/2021 7:52
BGLRM9100614,"CN=BGLRM9100614,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,10/10/2019 5:05,3/3/2021 19:17
BGLRM9100035,"CN=BGLRM9100035,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/8/2018 22:06,7/13/2021 2:43
BGLRT49500133,"CN=BGLRT49500133,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/24/2020 10:31,7/24/2020 10:31
BGLRT4800233,"CN=BGLRT4800233,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/11/2020 16:13,6/28/2022 15:06
BGLRO7060095,"CN=BGLRO7060095,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/6/2019 14:30,8/31/2020 19:50
BGLRM9000653,"CN=BGLRM9000653,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/21/2018 19:50,12/11/2021 21:55
BGLRM9100745,"CN=BGLRM9100745,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/12/2020 18:52,12/17/2021 10:53
BGLRX10008,"CN=BGLRX10008,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/7/2021 6:22,8/9/2021 10:39
BGLRM9100527,"CN=BGLRM9100527,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/17/2019 0:55,8/26/2020 16:16
BGLRO7060328,"CN=BGLRO7060328,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/31/2019 8:36,9/4/2020 12:43
BGLRT4400026,"CN=BGLRT4400026,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/15/2020 1:21,9/14/2020 9:02
BGLRM9100601,"CN=BGLRM9100601,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/2/2019 1:33,9/10/2020 6:02
BGLRM901012,"CN=BGLRM901012,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,8/27/2019 5:24,11/12/2021 8:47
BGLRM9100484,"CN=BGLRM9100484,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/15/2019 3:19,2/24/2022 23:27
BGLRM9100718,"CN=BGLRM9100718,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/17/2020 7:31,2/13/2021 12:41
BGLRO7060016,"CN=BGLRO7060016,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/26/2019 3:35,5/12/2021 18:23
BGLRM901011,"CN=BGLRM901011,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/27/2019 5:25,1/23/2021 10:20
BGLRO7060017,"CN=BGLRO7060017,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/26/2019 3:42,10/18/2020 15:50
BGLRM901015,"CN=BGLRM901015,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/27/2019 5:28,2/28/2020 20:58
BGLRM9000851,"CN=BGLRM9000851,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/25/2018 13:56,9/8/2020 12:50
BGLRM901030,"CN=BGLRM901030,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,9/11/2019 0:04,8/4/2021 16:38
BGLRM9000322,"CN=BGLRM9000322,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/31/2019 3:45,4/12/2020 23:28
BGLRT4600342,"CN=BGLRT4600342,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,10/6/2021 17:14,6/17/2022 16:55
BGLRL5400681,"CN=BGLRL5400681,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/18/2022 17:35,6/20/2022 16:57
BGLRT4800387,"CN=BGLRT4800387,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/16/2021 18:29,2/28/2022 12:48
BGLRM9000623,"CN=BGLRM9000623,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,6/1/2018 0:14,11/30/2021 8:41
BGLRM9100296,"CN=BGLRM9100296,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,9/4/2018 5:16,12/2/2021 8:41
BGLRO706145,"CN=BGLRO706145,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/17/2019 14:07,6/26/2020 19:10
BGLRM9100613,"CN=BGLRM9100613,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,8/22/2019 9:24,11/12/2021 3:43
BGLRM901013,"CN=BGLRM901013,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,8/27/2019 5:27,11/12/2021 23:44
BGLRO7060195,"CN=BGLRO7060195,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,11/27/2019 5:20,8/30/2020 20:46
BGLRM9001119,"CN=BGLRM9001119,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/6/2020 5:16,2/24/2022 16:42
BGLRL5400011,"CN=BGLRL5400011,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/22/2020 15:40,8/12/2020 10:43
BGLRT4600343,"CN=BGLRT4600343,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,10/6/2021 17:57,6/29/2022 11:54
BGLRO7060196,"CN=BGLRO7060196,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,11/27/2019 5:29,9/1/2020 5:53
BGLRM9000729,"CN=BGLRM9000729,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,10/10/2019 6:21,2/28/2020 9:15
BGLRM9001192,"CN=BGLRM9001192,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/9/2020 19:48,7/26/2020 14:52
